"Plan_name","fund_family","fund_class","fund_type","investment_plan","asset_size","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","riskometer.x"
"UTI MIS - Advantage Plan (G) ","UTI Mutual Fund","MIP Aggressive","Open-Ended","Growth","1,175.8 Nov-30-2017",5000,"N.A.","N.A.","N.A.","N.A.","","Dec 16, 2003","0.7","1.5","4.2","11.3","11.9","9.1","11.0","37","58","37","28","32","37","8","4.3","0.9","3.8","3.6","-0.2","2.4","3.5","-0.5","7.6","2.1","2.8","4.0","2.1","3.0","-1.6","1.8","-1.1","0.6","4.7","5.4","12.2","8.8","7.1","21.0","6.4","39.33 (Jan 09, 18)","35.19 (Jan 20, 17)","NCD AXIS FINANCE LTD","NCD INDIABULLS HOUSING FINANCE LTD.","NCD PIRAMAL ENTERPRISES LTD.","NCD BANK OF BARODA","NCD IDEA CELLULAR LTD.","NCD Dewan Housing Finance Corporation","NCD INDIABULLS HOUSING FINANCE LTD.","NCD PUNJAB NATIONAL BANK","NCD EDELWEISS COMMODITIES SERVICES LTD","NCD CHOLAMANDALAM INVESTMENT & FINANCE COMPANY LTD","CRISIL-AAA","CARE-AAA","ICRA-AA","CRISIL-AA+","CARE-AA+","CARE-AAA","CARE-AAA","FITCH-AA+","CRISIL-AA","ICRA-AA","50.81","50.73","50.06","49.80","49.43","39.14","26.22","25.20","25.06","25.08","4.32","4.31","4.26","4.24","4.20","3.33","2.23","2.14","2.13","2.13",23.64,0,50.57,"N.A",22.79,3.03,"21.33","33.29","13.11","Banking/Finance","Pharmaceuticals","Automotive","Technology","Miscellaneous","Manufacturing","7.82","2.94","2.35","2.31","1.76","1.26","8.92","2.73","2.30","2.79","1.22","0.87","8.92","2.73","2.30","2.79","1.22","0.87","Dec-17","1,074.4","Sep-17","999.8","Jun-17","907.7","Mar-17","849.3","Dec-16","817.3","Sep-16","760.2","Jun-16","670.9","Mar-16","629.6","Dec-15","589.0","Sep-15","538.1","Jun-15","498.3","Mar-15","486.3","Dec-14","464.9","Sep-14","455.1","Jun-14","449.0","Mar-14","455.0","Dec-13","473.5","Sep-13","485.9","Jun-13","524.5","Mar-13","554.7","MODERATELY HIGH"
"UTI MNC Fund - Direct Plan (G) ","UTI Mutual Fund","Diversified Equity","Open-Ended","Growth","1,990.1 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","","Jan 01, 2013","2.7","10.9","14.3","34.3","20.6","13.3","23.3","102","40","46","60","179","94","13","10.8","-5.1","12.0","5.6","-8.7","4.6","6.2","-0.6","20.5","7.3","2.8","3.7","0.2","14.1","-0.9","13.7","-8.8","-0.1","13.6","12.4","37.1","-2.6","13.2","64.1","11.2","210.70 (Jan 15, 18)","155.39 (Jan 20, 17)","Maruti Suzuki","HUL","Britannia","MphasiS","United Spirits","Cummins","Ambuja Cements","Bosch","ITD Cementation","Sanofi India","Automotive","Cons NonDurable","Food & Beverage","Technology","Food & Beverage","Engineering","Cement","Automotive","Cement","Pharmaceuticals","181.87","168.35","143.02","95.13","88.69","85.90","84.81","80.52","68.90","67.06","9.14","8.46","7.19","4.78","4.46","4.32","4.26","4.05","3.46","3.37",98.63,0,0.1,"N.A",0,1.29,"34.03","53.49","47.17","Engineering","Food & Beverage","Cons NonDurable","Automotive","Cement","Technology","16.88","15.83","14.46","14.04","7.72","7.42","15.87","13.02","12.89","19.63","8.44","6.69","15.87","13.02","12.89","19.63","8.44","6.69","Dec-17","196.8","Sep-17","193.6","Jun-17","191.5","Mar-17","183.2","Dec-16","173.3","Sep-16","174.5","Jun-16","164.6","Mar-16","252.3","Dec-15","119.9","Sep-15","84.2","Jun-15","53.9","Mar-15","32.8","Dec-14","19.3","Sep-14","13.3","Jun-14","9.6","Mar-14","6.4","Dec-13","4.7","Sep-13","3.6","Jun-13","1.6","Mar-13","0.5","MODERATELY LOW"
"UTI MNC Fund (G) ","UTI Mutual Fund","Diversified Equity","Open-Ended","Growth","1,990.1 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","","May 29, 1998","2.6","10.6","13.8","33.1","19.6","12.3","22.3","106","43","52","75","185","119","20","10.6","-5.3","11.8","5.4","-8.8","4.4","6.0","-0.8","20.2","7.1","2.5","3.4","-","13.9","-1.1","13.5","-9.0","-0.3","13.3","12.2","35.9","-3.5","12.2","62.9","10.5","202.09 (Jan 15, 18)","150.29 (Jan 20, 17)","Maruti Suzuki","HUL","Britannia","MphasiS","United Spirits","Cummins","Ambuja Cements","Bosch","ITD Cementation","Sanofi India","Automotive","Cons NonDurable","Food & Beverage","Technology","Food & Beverage","Engineering","Cement","Automotive","Cement","Pharmaceuticals","181.87","168.35","143.02","95.13","88.69","85.90","84.81","80.52","68.90","67.06","9.14","8.46","7.19","4.78","4.46","4.32","4.26","4.05","3.46","3.37",98.63,0,0.1,"N.A",0,1.29,"34.03","53.49","47.17","Engineering","Food & Beverage","Cons NonDurable","Automotive","Cement","Technology","16.88","15.83","14.46","14.04","7.72","7.42","15.87","13.02","12.89","19.63","8.44","6.69","15.87","13.02","12.89","19.63","8.44","6.69","Dec-17","1,777.7","Sep-17","1,729.0","Jun-17","1,745.1","Mar-17","1,750.7","Dec-16","1,757.7","Sep-16","1,910.8","Jun-16","1,768.8","Mar-16","2,706.6","Dec-15","1,596.3","Sep-15","1,358.6","Jun-15","1,030.1","Mar-15","726.6","Dec-14","519.5","Sep-14","399.8","Jun-14","328.9","Mar-14","285.6","Dec-13","273.9","Sep-13","257.4","Jun-13","256.3","Mar-13","251.3","MODERATELY LOW"
"UTI Money Market Fund - Direct Plan (G) ","UTI Mutual Fund","Liquid","Open-Ended","Growth","10,000.0 Nov-30-2017",10000,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.6","1.6","3.3","6.8","7.2","7.6","8.3","3","14","23","15","27","25","15","1.6","2.0","2.1","2.2","2.1","1.6","2.0","2.1","2.2","2.1","1.6","1.8","2.0","2.2","2.3","1.6","1.7","1.9","2.2","2.4","6.7","7.8","8.4","9.2","9.3","1,921.87 (Jan 17, 18)","1,800.17 (Jan 18, 17)","RBL BANK LTD. STD - 91 Days","UJJIVAN SMALL FINANCE BANK STD - 91 Days","YES BANK LTD. STD - 45 Days","-","-","-","-","-","-","-","","","","-","-","-","-","-","-","-","505.00","150.00","1.98","-","-","-","-","-","-","-","2.75","0.82","0.01","-","-","-","-","-","-","-",0,0,3.58,"N.A",95.04,1.43,"3.58","3.58","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Jun-17","11,162.7","Mar-17","8,866.5","Dec-16","6,973.5","Dec-16","50,015.5","Dec-16","50,015.5","Sep-16","8,227.1","Jun-16","6,402.7","Mar-16","30,309.4","Dec-15","8,066.4","Sep-15","7,316.7","Jun-15","3,709.6","Mar-15","3,823.7","Dec-14","3,441.7","Sep-14","3,012.3","Jun-14","2,465.3","Mar-14","2,420.4","Dec-13","2,064.7","Sep-13","1,694.4","Jun-13","2,360.1","Mar-13","1,186.2","LOW"
"UTI Money Market Fund - Institutional Plan (G) ","UTI Mutual Fund","Liquid","Open-Ended","Growth","10,000.0 Nov-30-2017",10000,"Rs.0.14 (Nov-14-2010)","N.A.","N.A.","N.A.","","Jul 06, 2009","0.6","1.6","3.3","6.7","7.1","7.5","8.2","7","45","58","31","66","64","33","1.6","2.0","2.1","2.2","2.1","1.6","2.0","2.1","2.2","2.1","1.6","1.8","2.0","2.1","2.2","1.6","1.7","1.9","2.1","2.4","6.6","7.7","8.3","9.1","9.2","1,912.40 (Jan 17, 18)","1,793.26 (Jan 18, 17)","RBL BANK LTD. STD - 91 Days","UJJIVAN SMALL FINANCE BANK STD - 91 Days","YES BANK LTD. STD - 45 Days","-","-","-","-","-","-","-","","","","-","-","-","-","-","-","-","505.00","150.00","1.98","-","-","-","-","-","-","-","2.75","0.82","0.01","-","-","-","-","-","-","-",0,0,3.58,"N.A",95.04,1.43,"3.58","3.58","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Jun-17","2,262.7","Mar-17","2,431.8","Dec-16","2,329.8","Dec-16","49,021.5","Dec-16","49,021.5","Sep-16","2,856.1","Jun-16","2,895.4","Mar-16","10,145.8","Dec-15","2,265.0","Sep-15","2,143.0","Jun-15","1,041.7","Mar-15","1,176.6","Dec-14","811.8","Sep-14","1,190.9","Jun-14","1,036.6","Mar-14","1,202.9","Dec-13","844.3","Sep-13","653.9","Jun-13","733.0","Mar-13","989.0","LOW"
"UTI Money Market Fund (G) ","UTI Mutual Fund","Liquid","Open-Ended","Growth","10,000.0 Nov-30-2017",10000,"Rs.0.14 (Nov-14-2010)","N.A.","N.A.","N.A.","","Apr 23, 1997","0.5","1.5","2.9","6.0","6.6","6.9","7.6","81","127","124","127","121","119","112","1.5","1.9","1.9","2.1","1.9","1.5","1.8","1.9","2.1","2.0","1.5","1.7","1.8","2.0","2.1","1.4","1.5","1.7","2.0","2.2","6.0","7.2","7.7","8.4","8.5","4,571.27 (Jan 17, 18)","4,312.14 (Jan 18, 17)","RBL BANK LTD. STD - 91 Days","UJJIVAN SMALL FINANCE BANK STD - 91 Days","YES BANK LTD. STD - 45 Days","-","-","-","-","-","-","-","","","","-","-","-","-","-","-","-","505.00","150.00","1.98","-","-","-","-","-","-","-","2.75","0.82","0.01","-","-","-","-","-","-","-",0,0,3.58,"N.A",95.04,1.43,"3.58","3.58","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Jun-17","20.3","Mar-17","20.8","Dec-16","21.4","Dec-16","55,966.5","Dec-16","55,966.5","Sep-16","21.9","Jun-16","22.4","Mar-16","68.5","Dec-15","24.0","Sep-15","25.3","Jun-15","27.1","Mar-15","29.7","Dec-14","32.6","Sep-14","36.1","Jun-14","41.3","Mar-14","48.1","Dec-13","53.5","Sep-13","68.1","Jun-13","79.3","Mar-13","100.1","LOW"
"UTI Monthly Income Scheme - Direct Plan (G) ","UTI Mutual Fund","MIP Conservative","Open-Ended","Growth","265.9 Nov-30-2017",1000,"N.A.","N.A.","N.A.","1.00%","","Jan 01, 2013","0.4","0.9","2.8","8.5","10.8","8.4","9.7","10","18","12","8","8","11","5","2.4","1.1","2.7","2.6","0.9","2.6","3.3","0.1","5.6","2.4","2.3","4.4","2.0","2.6","-1.5","0.9","0.4","0.7","4.2","4.1","8.8","10.8","6.3","16.5","6.5","36.31 (Jan 09, 18)","33.32 (Mar 10, 17)","NCD AFCONS INFRASTRUCTURE LTD.","NCD RELIANCE UTILITIES & POWER PVT LTD.","NCD PIRAMAL ENTERPRISES LTD.","NCD BANK OF BARODA","NCD IDEA CELLULAR LTD.","NCD CHOLAMANDALAM INVESTMENT & FINANCE COMPANY LTD","NCD YES BANK LTD.","NCD EDELWEISS ASSET RECONSTRUCTION COMPANY LTD","HDFC BANK LTD.","ICICI BANK LTD","ICRA-AA","CRISIL-AAA","ICRA-AA","CRISIL-AA+","CARE-AA+","ICRA-AA","CARE-AA+","ICRA-AA(SO)","","","26.11","26.04","25.03","24.90","24.72","15.05","14.96","10.12","4.90","2.74","9.82","9.80","9.41","9.37","9.30","5.66","5.63","3.81","1.84","1.03",14.61,0,62.88,"N.A",18.7,3.81,"47.70","65.67","8.78","Banking/Finance","Oil & Gas","Automotive","Engineering","Pharmaceuticals","Technology","5.99","1.40","1.39","0.90","0.87","0.77","4.51","2.22","1.46","0.94","1.07","0.84","4.51","2.22","1.46","0.94","1.07","0.84","Dec-17","5.4","Sep-17","4.9","Jun-17","4.5","Mar-17","4.4","Dec-16","4.2","Sep-16","4.3","Jun-16","4.0","Mar-16","7.1","Dec-15","4.1","Sep-15","4.1","Jun-15","3.9","Mar-15","3.6","Dec-14","3.4","Sep-14","3.2","Jun-14","4.8","Mar-14","4.2","Dec-13","1.1","Sep-13","0.9","Jun-13","0.6","Mar-13","0.1","MODERATE"
"UTI Monthly Income Scheme (G) ","UTI Mutual Fund","MIP Conservative","Open-Ended","Growth","265.9 Nov-30-2017",1000,"Rs.0.07 (Oct-29-2010)","N.A.","N.A.","1.00%","","Oct 11, 2002","0.3","0.8","2.6","7.9","10.2","7.8","9.1","12","21","17","10","14","15","11","2.2","0.9","2.6","2.5","0.8","2.5","3.2","-0.1","5.5","2.2","2.2","4.3","1.9","2.5","-1.7","0.8","0.3","0.5","4.1","3.9","8.3","10.2","5.7","16.0","5.8","35.32 (Jan 09, 18)","32.54 (Mar 10, 17)","NCD AFCONS INFRASTRUCTURE LTD.","NCD RELIANCE UTILITIES & POWER PVT LTD.","NCD PIRAMAL ENTERPRISES LTD.","NCD BANK OF BARODA","NCD IDEA CELLULAR LTD.","NCD CHOLAMANDALAM INVESTMENT & FINANCE COMPANY LTD","NCD YES BANK LTD.","NCD EDELWEISS ASSET RECONSTRUCTION COMPANY LTD","HDFC BANK LTD.","ICICI BANK LTD","ICRA-AA","CRISIL-AAA","ICRA-AA","CRISIL-AA+","CARE-AA+","ICRA-AA","CARE-AA+","ICRA-AA(SO)","","","26.11","26.04","25.03","24.90","24.72","15.05","14.96","10.12","4.90","2.74","9.82","9.80","9.41","9.37","9.30","5.66","5.63","3.81","1.84","1.03",14.61,0,62.88,"N.A",18.7,3.81,"47.70","65.67","8.78","Banking/Finance","Oil & Gas","Automotive","Engineering","Pharmaceuticals","Technology","5.99","1.40","1.39","0.90","0.87","0.77","4.51","2.22","1.46","0.94","1.07","0.84","4.51","2.22","1.46","0.94","1.07","0.84","Dec-17","261.0","Sep-17","265.2","Jun-17","265.7","Mar-17","270.8","Dec-16","274.7","Sep-16","275.4","Jun-16","270.6","Mar-16","444.6","Dec-15","264.1","Sep-15","267.7","Jun-15","270.2","Mar-15","273.6","Dec-14","279.3","Sep-14","284.4","Jun-14","287.4","Mar-14","284.1","Dec-13","284.1","Sep-13","283.5","Jun-13","296.4","Mar-13","309.5","MODERATE"
"UTI Multi Cap Fund - Direct Plan (G) ","UTI Mutual Fund","Diversified Equity","Open-Ended","Growth","399.0 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","BSE 200","May 08, 0014","2.7","6.5","11.9","31.4","22.5","10.3","-","104","141","129","102","159","146","-","13.0","-4.5","2.4","-","-","4.2","7.6","-2.9","-","-","2.2","4.8","-3.6","0.7","-","9.7","-9.0","1.9","6.6","-","34.7","0.5","0.1","7.0","-","14.84 (Jan 15, 18)","11.05 (Jan 20, 17)","HDFC Bank","Infosys","Reliance","ICICI Bank","Maruti Suzuki","HUL","Tata Motors","Polaris Consult","ITC","IndusInd Bank","Banking/Finance","Technology","Oil & Gas","Banking/Finance","Automotive","Cons NonDurable","Automotive","Technology","Tobacco","Banking/Finance","30.90","16.69","15.79","15.26","11.73","10.89","10.57","10.26","8.54","8.46","7.75","4.18","3.96","3.82","2.94","2.73","2.65","2.57","2.14","2.12",97.36,0,0.05,"N.A",0,2.61,"22.65","34.86","47.70","Banking/Finance","Technology","Oil & Gas","Automotive","Cement","Pharmaceuticals","27.11","10.39","10.20","9.87","5.95","5.17","29.27","12.55","7.86","8.85","5.39","5.13","29.27","12.55","7.86","8.85","5.39","5.13","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","5.7","Sep-17","5.1","Jun-17","4.7","Mar-17","4.2","Dec-16","3.9","Sep-16","3.9","Jun-16","3.5","Mar-16","5.7","Dec-15","3.5","Sep-15","3.5","Jun-15","3.2","Mar-15","3.4","Dec-14","3.0","Sep-14","1.0","MODERATELY LOW"
"UTI Multi Cap Fund - Regular Plan (G) ","UTI Mutual Fund","Diversified Equity","Open-Ended","Growth","399.0 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","BSE 200","May 08, 0014","2.7","6.3","11.6","30.8","21.9","9.8","-","105","144","135","113","166","156","-","12.9","-4.6","2.3","-","-","4.1","7.5","-3.0","-","-","2.0","4.7","-3.8","0.6","-","9.6","-9.1","1.8","6.5","-","34.1","-","-0.5","6.8","-","14.60 (Jan 15, 18)","10.92 (Jan 20, 17)","HDFC Bank","Infosys","Reliance","ICICI Bank","Maruti Suzuki","HUL","Tata Motors","Polaris Consult","ITC","IndusInd Bank","Banking/Finance","Technology","Oil & Gas","Banking/Finance","Automotive","Cons NonDurable","Automotive","Technology","Tobacco","Banking/Finance","30.90","16.69","15.79","15.26","11.73","10.89","10.57","10.26","8.54","8.46","7.75","4.18","3.96","3.82","2.94","2.73","2.65","2.57","2.14","2.12",97.36,0,0.05,"N.A",0,2.61,"22.65","34.86","47.70","Banking/Finance","Technology","Oil & Gas","Automotive","Cement","Pharmaceuticals","27.11","10.39","10.20","9.87","5.95","5.17","29.27","12.55","7.86","8.85","5.39","5.13","29.27","12.55","7.86","8.85","5.39","5.13","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","391.7","Sep-17","377.0","Jun-17","366.8","Mar-17","350.7","Dec-16","345.1","Sep-16","370.9","Jun-16","349.0","Mar-16","432.0","Dec-15","363.0","Sep-15","375.6","Jun-15","368.1","Mar-15","380.7","Dec-14","368.9","Sep-14","146.2","MODERATELY LOW"
"UTI Nifty Index Fund - Direct Plan (G) ","UTI Mutual Fund","Index","Open-Ended","Growth","668.8 Nov-30-2017",5000,"N.A.","N.A.","N.A.","N.A.","S&P CNX Nifty","Jan 01, 2013","4.1","6.0","10.4","29.7","22.4","9.3","13.1","27","58","58","33","42","26","18","12.2","-2.6","2.7","6.2","-5.4","3.5","8.0","-2.3","13.5","2.8","2.2","3.7","-5.6","4.8","-2.8","6.8","-6.2","-","4.3","9.3","29.9","3.9","-3.2","32.1","5.5","69.79 (Jan 17, 18)","53.54 (Jan 20, 17)","HDFC Bank","Reliance","HDFC","ITC","ICICI Bank","Infosys","Larsen","Kotak Mahindra","TCS","SBI","Banking/Finance","Oil & Gas","Banking/Finance","Tobacco","Banking/Finance","Technology","Engineering","Banking/Finance","Technology","Banking/Finance","63.60","51.43","44.95","36.72","33.19","32.81","25.22","22.42","22.08","20.00","9.51","7.69","6.72","5.49","4.96","4.91","3.77","3.35","3.30","2.99",99.02,0,0.04,"N.A",0.56,0.39,"34.37","52.69","58.98","Banking/Finance","Oil & Gas","Technology","Automotive","Tobacco","Engineering","35.37","12.51","11.10","10.22","5.49","4.56","31.56","8.94","12.76","12.03","6.85","4.88","31.56","8.94","12.76","12.03","6.85","4.88","Dec-17","460.4","Sep-17","389.4","Jun-17","365.8","Mar-17","290.8","Dec-16","227.4","Sep-16","259.0","Jun-16","263.5","Mar-16","356.8","Dec-15","157.9","Sep-15","111.2","Jun-15","99.6","Mar-15","37.8","Dec-14","27.5","Sep-14","27.0","Jun-14","8.9","Mar-14","4.2","Dec-13","2.2","Sep-13","8.0","Jun-13","31.3","Mar-13","18.7","MODERATELY HIGH"
"UTI Nifty Index Fund (G) ","UTI Mutual Fund","Index","Open-Ended","Growth","668.8 Nov-30-2017",5000,"N.A.","N.A.","N.A.","N.A.","S&P CNX Nifty","Feb 26, 2000","4.1","6.0","10.3","29.6","22.3","9.2","12.9","28","60","61","37","47","30","21","12.2","-2.7","2.6","6.1","-4.8","3.5","7.9","-2.3","13.4","2.7","2.2","3.7","-5.7","4.8","-2.8","6.8","-6.2","-","4.2","9.3","29.8","3.8","-3.4","31.8","6.0","69.30 (Jan 17, 18)","53.21 (Jan 20, 17)","HDFC Bank","Reliance","HDFC","ITC","ICICI Bank","Infosys","Larsen","Kotak Mahindra","TCS","SBI","Banking/Finance","Oil & Gas","Banking/Finance","Tobacco","Banking/Finance","Technology","Engineering","Banking/Finance","Technology","Banking/Finance","63.60","51.43","44.95","36.72","33.19","32.81","25.22","22.42","22.08","20.00","9.51","7.69","6.72","5.49","4.96","4.91","3.77","3.35","3.30","2.99",99.02,0,0.04,"N.A",0.56,0.39,"34.37","52.69","58.98","Banking/Finance","Oil & Gas","Technology","Automotive","Tobacco","Engineering","35.37","12.51","11.10","10.22","5.49","4.56","31.56","8.94","12.76","12.03","6.85","4.88","31.56","8.94","12.76","12.03","6.85","4.88","Dec-17","203.8","Sep-17","191.2","Jun-17","175.5","Mar-17","144.9","Dec-16","135.1","Sep-16","140.3","Jun-16","132.2","Mar-16","232.2","Dec-15","133.3","Sep-15","140.7","Jun-15","147.6","Mar-15","156.2","Dec-14","149.8","Sep-14","140.2","Jun-14","133.9","Mar-14","135.8","Dec-13","126.8","Sep-13","134.0","Jun-13","133.2","Mar-13","151.2","MODERATELY HIGH"
"UTI Opportunities Fund - Direct Plan (G) ","UTI Mutual Fund","Large Cap","Open-Ended","Growth","4,247.0 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","BSE 200","Jan 01, 2013","4.8","7.1","11.9","27.8","21.0","8.0","14.4","17","39","24","87","78","117","89","11.0","-3.2","2.5","6.5","-7.6","2.3","7.7","-3.8","16.8","2.6","3.4","5.5","-4.9","8.4","-0.6","8.5","-9.0","-1.6","5.8","9.4","29.7","2.9","-5.4","42.5","5.4","63.05 (Jan 17, 18)","49.00 (Jan 20, 17)","HDFC Bank","IndusInd Bank","Infosys","Maruti Suzuki","ICICI Bank","M&M Financial","TCS","GAIL","Tata Motors","IOC","Banking/Finance","Banking/Finance","Technology","Automotive","Banking/Finance","Banking/Finance","Technology","Oil & Gas","Automotive","Oil & Gas","365.37","264.20","260.38","228.38","209.83","203.75","160.22","157.11","133.22","130.71","8.60","6.22","6.13","5.38","4.94","4.80","3.77","3.70","3.14","3.08",97.85,0.15,0.74,"N.A",0,1.25,"31.27","49.76","59.53","Banking/Finance","Automotive","Technology","Oil & Gas","Pharmaceuticals","Utilities","31.26","14.22","14.05","9.79","5.77","3.28","29.06","18.04","11.76","7.28","5.20","0.00","29.06","18.04","11.76","7.28","5.20","0.00","Sep-17","394.3","Jun-17","505.2","Mar-17","583.3","Dec-16","583.4","Sep-16","611.5","Jun-16","578.3","Mar-16","1,055.8","Dec-15","536.7","Sep-15","478.9","Jun-15","431.0","Mar-15","379.1","Dec-14","315.4","Sep-14","273.5","Jun-14","190.0","Mar-14","151.9","Dec-13","118.5","Sep-13","96.7","Jun-13","55.0","Mar-13","17.1","Mar-13","7,158.6","MODERATELY LOW"
"UTI Opportunities Fund (G) ","UTI Mutual Fund","Large Cap","Open-Ended","Growth","4,247.0 Nov-30-2017",5000,"N.A.","N.A.","N.A.","1.00%","BSE 200","Sep 07, 2006","3.6","7.2","11.3","25.9","20.8","7.1","13.5","16","47","32","97","111","120","100","10.8","-3.3","2.3","6.3","-7.3","2.1","7.5","-4.0","16.6","2.5","3.2","5.3","-5.1","8.2","-0.7","8.3","-9.1","-1.8","5.6","9.2","28.7","2.2","-6.1","41.4","5.2","60.72 (Jan 17, 18)","47.55 (Jan 20, 17)","HDFC Bank","IndusInd Bank","Infosys","Maruti Suzuki","ICICI Bank","M&M Financial","TCS","GAIL","Tata Motors","IOC","Banking/Finance","Banking/Finance","Technology","Automotive","Banking/Finance","Banking/Finance","Technology","Oil & Gas","Automotive","Oil & Gas","365.37","264.20","260.38","228.38","209.83","203.75","160.22","157.11","133.22","130.71","8.60","6.22","6.13","5.38","4.94","4.80","3.77","3.70","3.14","3.08",97.85,0.15,0.74,"N.A",0,1.25,"31.27","49.76","59.53","Banking/Finance","Automotive","Technology","Oil & Gas","Pharmaceuticals","Utilities","31.26","14.22","14.05","9.79","5.77","3.28","29.06","18.04","11.76","7.28","5.20","0.00","29.06","18.04","11.76","7.28","5.20","0.00","Dec-17","3,874.5","Sep-17","3,818.4","Jun-17","3,884.1","Mar-17","3,855.7","Dec-16","3,923.7","Sep-16","4,274.9","Jun-16","4,145.1","Mar-16","6,630.5","Dec-15","4,526.9","Sep-15","4,739.3","Jun-15","4,899.4","Mar-15","5,088.9","Dec-14","4,787.6","Sep-14","4,428.3","Jun-14","3,911.4","Mar-14","3,527.5","Dec-13","3,446.5","Sep-13","3,346.4","Jun-13","3,465.3","Mar-13","3,493.9","MODERATELY LOW"
