"Plan_name","fund_family","fund_class","fund_type","investment_plan","asset_size","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","riskometer.x","riskometer.y","riskometer"
"ICICI Prudential Long Term Gilt Fund (G) ","ICICI Prudential Mutual Fund","Gilt Long Term","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","N.A.","","Aug 09, 1999","-1.0","-2.1","-2.6","0.7","10.1","7.7","8.1","29","51","63","56","13","34","45","-2.4","3.3","3.1","2.4","1.6","5.1","3.1","-1.8","5.4","5.3","0.7","7.0","4.9","1.7","-8.2","-2.2","2.6","-0.9","7.8","1.4","0.6","18.1","5.7","18.1","-0.1","60.36 (Aug 03, 17)","55.16 (Mar 10, 17)","Government Securities","Government Securities","Government Securities","Government Securities","Government Securities","Government Securities","State Government of Tamil Nadu","State Government of Tamil Nadu","State Government of Tamil Nadu","Government Securities","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","SOV","238.93","108.38","71.74","60.35","31.93","14.15","7.41","7.07","7.07","6.47","35.47","16.09","10.65","8.96","4.74","2.10","1.10","1.05","1.05","0.96",0,0,82.77,"N.A",6.25,10.99,"75.91","82.17","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","673.6","Sep-17","771.9","Jun-17","655.0","Mar-17","710.9","Dec-16","986.1","Sep-16","648.7","Jun-16","647.6","Mar-16","648.7","Dec-15","761.7","Sep-15","797.4","Jun-15","780.8","Mar-15","719.8","Dec-14","413.0","Sep-14","320.7","Jun-14","319.6","Mar-14","334.3","Dec-13","332.8","Sep-13","358.0","Jun-13","432.2","Mar-13","390.9","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Long Term Plan - Direct Plan (G) ","ICICI Prudential Mutual Fund","Debt Long Term","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","0.25%","","Jan 01, 2013","-","-0.2","0.5","5.0","11.9","9.3","11.7","28","37","56","26","2","7","1","0.2","3.7","3.1","2.3","1.7","4.1","2.9","-1.3","5.8","2.0","1.6","5.9","4.7","2.0","2.3","-0.6","3.2","-0.5","7.5","2.7","5.1","17.6","6.6","19.6","9.4","21.96 (Sep 06, 17)","20.24 (Mar 10, 17)","Government Securities","Government Securities","Government Securities","Government Securities","MFL Securitisation Trust LIX (Originator is Magma Fincorp Ltd.)","Tata Steel Ltd.","Power Finance Corporation Ltd.","Government Securities","Government Securities","The Great Eastern Shipping Company Ltd.","SOV","SOV","SOV","SOV","FITCH AAA(SO)","BWR AA","CRISIL AAA","SOV","SOV","BWR AAA","170.67","154.66","104.32","72.14","58.57","57.96","41.94","38.89","34.47","31.57","11.19","10.14","6.84","4.73","3.84","3.80","2.75","2.55","2.26","2.07",0,0,67.07,"N.A",16.21,16.71,"36.74","50.17","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","1,525.1","Sep-17","1,397.3","Jun-17","1,064.7","Mar-17","975.5","Dec-16","901.6","Sep-16","486.9","Jun-16","372.1","Mar-16","384.9","Dec-15","384.9","Sep-15","345.7","Jun-15","295.0","Mar-15","173.6","Dec-14","40.4","Sep-14","21.7","Jun-14","12.4","Mar-14","5.3","Dec-13","3.0","Sep-13","1.1","Jun-13","0.5","Mar-13","0.2","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Long Term Plan - Premium Plan (G) ","ICICI Prudential Mutual Fund","Debt Long Term","Open-Ended","Growth","Dec-29-2017",500000,"N.A.","N.A.","N.A.","0.25%","","May 04, 2009","-","-0.4","0.2","4.4","11.2","8.7","11.2","34","42","61","39","4","13","2","-","3.5","3.1","2.2","1.8","4.0","2.7","-1.3","5.8","1.9","1.5","5.6","4.6","2.0","2.3","-0.8","3.0","-0.6","7.5","2.6","4.5","16.7","6.2","19.5","9.3","21.36 (Sep 06, 17)","19.74 (Mar 10, 17)","Government Securities","Government Securities","Government Securities","Government Securities","MFL Securitisation Trust LIX (Originator is Magma Fincorp Ltd.)","Tata Steel Ltd.","Power Finance Corporation Ltd.","Government Securities","Government Securities","The Great Eastern Shipping Company Ltd.","SOV","SOV","SOV","SOV","FITCH AAA(SO)","BWR AA","CRISIL AAA","SOV","SOV","BWR AAA","0.07","0.06","0.04","0.03","0.02","0.02","0.02","0.02","0.01","0.01","11.19","10.14","6.84","4.73","3.84","3.80","2.75","2.55","2.26","2.07",0,0,67.07,"N.A",16.21,16.71,"36.74","50.17","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","0.6","Sep-17","0.6","Jun-17","0.6","Mar-17","0.6","Dec-16","0.6","Sep-16","0.6","Jun-16","0.5","Mar-16","0.5","Dec-15","0.5","Sep-15","0.6","Jun-15","0.8","Mar-15","0.8","Dec-14","0.8","Sep-14","2.6","Jun-14","2.7","Mar-14","3.4","Dec-13","5.0","Sep-13","8.1","Jun-13","10.2","Mar-13","10.8","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Long Term Plan - Retail Plan (G) ","ICICI Prudential Mutual Fund","Debt Long Term","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","0.25%","","Mar 26, 2002","-","-0.4","0.2","4.4","11.2","8.7","11.1","34","42","61","39","4","13","4","-","3.5","3.1","2.1","1.8","4.0","2.7","-1.3","5.7","1.9","1.5","5.6","4.6","2.0","2.2","-0.8","3.0","-0.6","7.5","2.5","4.5","16.7","6.2","19.4","9.0","40.91 (Sep 06, 17)","37.81 (Mar 10, 17)","Government Securities","Government Securities","Government Securities","Government Securities","MFL Securitisation Trust LIX (Originator is Magma Fincorp Ltd.)","Tata Steel Ltd.","Power Finance Corporation Ltd.","Government Securities","Government Securities","The Great Eastern Shipping Company Ltd.","SOV","SOV","SOV","SOV","FITCH AAA(SO)","BWR AA","CRISIL AAA","SOV","SOV","BWR AAA","0.60","0.54","0.37","0.25","0.21","0.20","0.15","0.14","0.12","0.11","11.19","10.14","6.84","4.73","3.84","3.80","2.75","2.55","2.26","2.07",0,0,67.07,"N.A",16.21,16.71,"36.74","50.17","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","8.9","Sep-17","10.2","Jun-17","9.1","Mar-17","12.2","Dec-16","10.9","Sep-16","8.9","Jun-16","9.2","Mar-16","8.5","Dec-15","11.9","Sep-15","13.9","Jun-15","12.7","Mar-15","14.6","Dec-14","9.0","Sep-14","9.1","Jun-14","9.7","Mar-14","10.6","Dec-13","11.5","Sep-13","15.4","Jun-13","18.9","Mar-13","23.3","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Long Term Plan (G) ","ICICI Prudential Mutual Fund","Debt Long Term","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","0.25%","","May 04, 2009","-0.1","-0.4","0.2","4.3","11.1","8.6","11.1","37","49","64","44","7","18","2","-","3.5","2.9","2.3","1.9","4.0","2.7","-1.4","5.8","2.0","1.4","5.6","4.6","2.0","2.3","-0.8","3.0","-0.6","7.3","2.7","4.4","16.7","5.9","19.4","9.6","21.51 (Sep 06, 17)","19.89 (Mar 10, 17)","Government Securities","Government Securities","Government Securities","Government Securities","MFL Securitisation Trust LIX (Originator is Magma Fincorp Ltd.)","Tata Steel Ltd.","Power Finance Corporation Ltd.","Government Securities","Government Securities","The Great Eastern Shipping Company Ltd.","SOV","SOV","SOV","SOV","FITCH AAA(SO)","BWR AA","CRISIL AAA","SOV","SOV","BWR AAA","233.20","211.32","142.54","98.57","80.03","79.19","57.31","53.14","47.10","43.14","11.19","10.14","6.84","4.73","3.84","3.80","2.75","2.55","2.26","2.07",0,0,67.07,"N.A",16.21,16.71,"36.74","50.17","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","2,080.2","Sep-17","1,496.8","Jun-17","1,131.5","Mar-17","1,072.1","Dec-16","802.7","Sep-16","567.7","Jun-16","457.5","Mar-16","1,877.6","Dec-15","449.0","Sep-15","355.7","Jun-15","324.7","Mar-15","202.8","Dec-14","83.5","Sep-14","51.3","Jun-14","33.3","Mar-14","25.1","Dec-13","55.1","Sep-13","280.9","Jun-13","549.2","Mar-13","542.9","MODERATE","MODERATE","MODERATE"
"ICICI Prudential MidCap Fund - Direct Plan (G) ","ICICI Prudential Mutual Fund","Small & Mid Cap","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","CNX Midcap","Jan 01, 2013","3.2","9.5","17.5","38.8","31.2","15.9","26.0","117","84","58","69","60","77","31","16.0","-8.9","2.8","9.2","-12.3","2.8","9.5","-1.6","37.8","-7.8","3.9","7.8","-1.3","9.7","-1.4","14.4","-6.0","2.7","11.7","25.4","43.8","5.0","5.8","85.8","4.4","114.61 (Jan 09, 18)","79.06 (Jan 20, 17)","Tata Chemicals","Indian Hotels","EngineersInd","Fortis Health","Avenue Supermar","JK Bank","Camlin Fine","Hindalco","Federal Bank","Petronet LNG","Chemicals","Services","Engineering","Services","Real Estate","Banking/Finance","Chemicals","Metals & Mining","Banking/Finance","Oil & Gas","5.57","5.49","5.25","4.97","4.49","4.07","3.97","3.92","3.78","3.71","4.08","4.02","3.85","3.64","3.29","2.98","2.91","2.87","2.77","2.72",92.05,0,0,"N.A",0,7.95,"18.88","33.13","37.65","Banking/Finance","Chemicals","Services","Automotive","Manufacturing","Engineering","13.95","13.60","10.10","7.75","7.66","6.30","16.15","7.99","0.00","6.22","2.48","11.13","16.15","7.99","0.00","6.22","2.48","11.13","Dec-17","136.5","Sep-17","124.6","Jun-17","106.8","Mar-17","89.4","Dec-16","81.5","Sep-16","83.8","Jun-16","80.2","Mar-16","78.6","Dec-15","87.5","Sep-15","87.2","Jun-15","79.9","Mar-15","71.8","Dec-14","53.4","Sep-14","36.5","Jun-14","10.1","Mar-14","2.2","Dec-13","1.0","Sep-13","0.7","Jun-13","0.6","Mar-13","0.4","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential MidCap Fund (G) ","ICICI Prudential Mutual Fund","Small & Mid Cap","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","CNX Midcap","Oct 05, 2004","3.1","9.2","16.8","37.3","30.0","14.8","25.2","120","89","64","79","68","88","43","15.7","-9.0","2.6","9.0","-10.3","2.5","9.3","-1.8","37.5","-7.9","3.6","7.5","-1.5","9.4","-1.5","14.1","-6.2","2.4","11.5","25.2","42.2","4.2","4.9","84.3","6.3","109.75 (Jan 09, 18)","76.52 (Jan 20, 17)","Tata Chemicals","Indian Hotels","EngineersInd","Fortis Health","Avenue Supermar","JK Bank","Camlin Fine","Hindalco","Federal Bank","Petronet LNG","Chemicals","Services","Engineering","Services","Real Estate","Banking/Finance","Chemicals","Metals & Mining","Banking/Finance","Oil & Gas","52.14","51.37","49.20","46.52","42.05","38.08","37.19","36.68","35.40","34.76","4.08","4.02","3.85","3.64","3.29","2.98","2.91","2.87","2.77","2.72",92.05,0,0,"N.A",0,7.95,"18.88","33.13","37.65","Banking/Finance","Chemicals","Services","Automotive","Manufacturing","Engineering","13.95","13.60","10.10","7.75","7.66","6.30","16.15","7.99","0.00","6.22","2.48","11.13","16.15","7.99","0.00","6.22","2.48","11.13","Dec-17","1,278.0","Sep-17","1,147.9","Jun-17","1,147.2","Mar-17","1,064.6","Dec-16","1,034.6","Sep-16","1,093.6","Jun-16","1,042.9","Mar-16","1,046.8","Dec-15","1,199.5","Sep-15","1,249.1","Jun-15","1,201.6","Mar-15","1,183.8","Dec-14","948.5","Sep-14","674.4","Jun-14","318.9","Mar-14","208.8","Dec-13","185.5","Sep-13","168.2","Jun-13","192.2","Mar-13","220.0","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential MIP 25 - Direct Plan (G) ","ICICI Prudential Mutual Fund","MIP Aggressive","Open-Ended","Growth","Dec-29-2017",5000,"N.A.","N.A.","N.A.","1.00%","","Jan 01, 2013","0.5","2.0","3.7","12.1","14.3","10.4","12.2","46","43","45","19","13","22","2","4.1","-","3.8","3.2","-1.6","4.1","4.8","-1.5","8.1","2.2","1.6","5.2","2.9","3.0","-1.9","2.3","-0.2","1.0","6.8","5.8","13.2","11.5","7.4","23.3","5.5","41.19 (Jan 17, 18)","36.56 (Jan 20, 17)","Government Securities","Government Securities","Vedanta Ltd.","HDFC Ltd.","ICICI Bank Ltd.","Tata Steel Ltd.","Government Securities","Vodafone Mobile Services Ltd","Reliance Utilities & Power Private Ltd.","IDBI Bank Ltd.","SOV","SOV","CRISIL AA","CRISIL AAA","ICRA AAA","BWR AA","SOV","FITCH AA+","CRISIL AAA","ICRA A","202.16","142.37","93.37","70.57","55.42","50.51","47.78","43.14","33.58","31.53","14.81","10.43","6.84","5.17","4.06","3.70","3.50","3.16","2.46","2.31",24.47,0.67,68.59,"N.A",0,6.27,"41.31","56.44","14.27","Banking/Finance","Automotive","Cement","Manufacturing","Food & Beverage","Real Estate","6.16","5.63","2.48","2.16","1.36","1.19","5.15","3.52","1.68","1.69","1.06","0.00","5.15","3.52","1.68","1.69","1.06","0.00","Dec-17","92.5","Sep-17","73.9","Jun-17","46.2","Mar-17","36.4","Dec-16","33.1","Sep-16","27.7","Jun-16","22.8","Mar-16","21.1","Dec-15","17.1","Sep-15","13.2","Jun-15","10.1","Mar-15","6.8","Dec-14","4.5","Sep-14","3.6","Jun-14","3.4","Mar-14","3.2","Dec-13","2.9","Sep-13","2.5","Jun-13","1.9","Mar-13","0.4","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential MIP 25 (G) ","ICICI Prudential Mutual Fund","MIP Aggressive","Open-Ended","Growth","Dec-29-2017",5000,"Rs.0.11 (Sep-16-2004)","N.A.","N.A.","1.00%","","Mar 05, 2004","0.4","1.7","3.2","11.1","13.4","9.5","11.4","58","47","53","30","16","34","5","3.9","-0.2","3.6","2.9","-1.2","4.0","4.7","-1.7","7.9","2.0","1.4","5.0","2.7","2.9","-2.1","2.1","-0.5","0.7","6.6","5.6","12.2","10.7","6.5","22.5","5.3","39.61 (Jan 17, 18)","35.46 (Jan 20, 17)","Government Securities","Government Securities","Vedanta Ltd.","HDFC Ltd.","ICICI Bank Ltd.","Tata Steel Ltd.","Government Securities","Vodafone Mobile Services Ltd","Reliance Utilities & Power Private Ltd.","IDBI Bank Ltd.","SOV","SOV","CRISIL AA","CRISIL AAA","ICRA AAA","BWR AA","SOV","FITCH AA+","CRISIL AAA","ICRA A","13.69","9.64","6.32","4.78","3.75","3.42","3.24","2.92","2.27","2.14","14.81","10.43","6.84","5.17","4.06","3.70","3.50","3.16","2.46","2.31",24.47,0.67,68.59,"N.A",0,6.27,"41.31","56.44","14.27","Banking/Finance","Automotive","Cement","Manufacturing","Food & Beverage","Real Estate","6.16","5.63","2.48","2.16","1.36","1.19","5.15","3.52","1.68","1.69","1.06","0.00","5.15","3.52","1.68","1.69","1.06","0.00","Dec-17","1,365.0","Sep-17","1,352.0","Jun-17","1,278.1","Mar-17","1,217.9","Dec-16","1,183.8","Sep-16","1,168.6","Jun-16","1,148.7","Mar-16","1,196.6","Dec-15","1,259.6","Sep-15","1,264.4","Jun-15","1,280.5","Mar-15","1,164.3","Dec-14","901.3","Sep-14","641.9","Jun-14","635.2","Mar-14","665.5","Dec-13","699.4","Sep-13","705.5","Jun-13","664.4","Mar-13","526.6","MODERATELY HIGH","MODERATELY HIGH","MODERATELY HIGH"
"ICICI Prudential Money Market Fund - Direct Plan (G) ","ICICI Prudential Mutual Fund","Liquid","Open-Ended","Growth","Dec-29-2017",500,"N.A.","N.A.","N.A.","N.A.","","Jan 01, 2013","0.6","1.6","3.3","6.7","7.2","7.6","8.3","9","14","23","31","27","25","15","1.6","2.0","2.1","2.2","1.9","1.6","1.9","2.0","2.2","2.2","1.6","1.8","2.0","2.2","2.3","1.6","1.6","1.9","2.2","2.2","6.7","7.7","8.4","9.2","9.0","236.99 (Jan 17, 18)","222.06 (Jan 18, 17)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"N.A",110.71,-10.71,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","8,470.9","Jun-17","10,123.0","Mar-17","8,339.0","Dec-16","7,809.7","Dec-16","735.9","Sep-16","7,262.7","Jun-16","7,621.9","Mar-16","6,303.7","Dec-15","5,224.2","Sep-15","5,964.8","Jun-15","5,118.8","Mar-15","3,906.4","Dec-14","3,934.1","Sep-14","3,713.2","Jun-14","3,749.5","Mar-14","2,976.2","Dec-13","367.5","Sep-13","613.4","Jun-13","1,117.3","Mar-13","865.7","LOW","LOW","LOW"
"ICICI Prudential Money Market Fund - Retail Plan (G) ","ICICI Prudential Mutual Fund","Liquid","Open-Ended","Growth","Dec-29-2017",500,"N.A.","N.A.","N.A.","N.A.","","Feb 27, 2002","0.5","1.5","3.0","6.2","6.7","7.1","7.5","117","114","115","117","115","115","118","1.5","1.9","1.9","2.0","1.8","1.5","1.8","1.9","2.0","1.9","1.5","1.7","1.8","2.0","2.0","1.4","1.5","1.8","1.9","2.0","6.2","7.2","7.8","8.2","8.1","261.21 (Jan 17, 18)","245.90 (Jan 18, 17)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"N.A",110.71,-10.71,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","0.1","Jun-17","0.1","Mar-17","0.1","Dec-16","0.1","Dec-16","345.0","Sep-16","0.1","Jun-16","0.1","Mar-16","0.1","Dec-15","0.1","Sep-15","0.2","Jun-15","0.2","Mar-15","0.3","Dec-14","0.3","Sep-14","0.3","Jun-14","0.4","Mar-14","0.5","Dec-13","0.5","Sep-13","0.6","Jun-13","0.6","Mar-13","1.1","LOW","LOW","LOW"
"ICICI Prudential Money Market Fund (G) ","ICICI Prudential Mutual Fund","Liquid","Open-Ended","Growth","Dec-29-2017",500,"N.A.","N.A.","N.A.","N.A.","","Mar 09, 2006","0.5","1.6","3.2","6.6","7.1","7.5","8.2","27","46","56","78","65","58","33","1.6","2.0","2.1","2.2","2.0","1.6","1.9","2.0","2.2","2.1","1.6","1.8","2.0","2.1","2.2","1.5","1.6","1.9","2.1","2.2","6.6","7.6","8.3","9.1","9.1","236.12 (Jan 17, 18)","221.47 (Jan 18, 17)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"N.A",110.71,-10.71,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","3,388.4","Jun-17","3,530.4","Mar-17","2,573.6","Dec-16","2,219.4","Dec-16","621.9","Sep-16","2,684.7","Jun-16","3,078.6","Mar-16","2,992.2","Dec-15","1,877.0","Sep-15","1,821.5","Jun-15","1,950.9","Mar-15","1,922.0","Dec-14","2,054.7","Sep-14","2,105.6","Jun-14","2,636.7","Mar-14","2,055.9","Dec-13","967.0","Sep-13","1,372.1","Jun-13","1,301.1","Mar-13","1,236.3","LOW","LOW","LOW"
"ICICI Prudential Monthly Income Plan - Direct Plan (G) ","ICICI Prudential Mutual Fund","MIP Conservative","Open-Ended","Growth","Dec-29-2017",500,"N.A.","N.A.","N.A.","1.00%","","Jan 01, 2013","-","0.5","2.1","7.1","10.8","7.9","10.2","26","24","22","15","8","15","3","1.9","0.4","2.5","3.3","0.3","3.2","2.8","-1.3","7.3","2.5","1.7","5.5","2.9","3.3","-2.1","0.7","1.1","0.8","5.7","4.2","7.7","11.3","5.6","21.6","5.3","48.93 (Dec 20, 17)","45.22 (Mar 10, 17)","Government Securities","Tata Steel Ltd","IDBI Bank Ltd","Reliance Gas Transporation Infrastructure Ltd","Reliance Utilities & Power Private Ltd","Government Securities","The Indian Hotels Company Ltd","Jindal Steel & Power Ltd","HDFC Bank Ltd.","Motherson Sumi Systems Ltd.","SOV","BWR AA","ICRA A","CRISIL AAA","CRISIL AAA","SOV","ICRA AA","CRISIL D","","","4.45","2.81","1.99","1.53","1.19","1.04","0.61","0.59","0.57","0.49","21.67","13.67","9.67","7.44","5.78","5.08","2.97","2.85","2.79","2.37",14.92,0,73.59,"N.A",0,11.51,"58.23","74.29","10.93","Automotive","Banking/Finance","Media","Food & Beverage","Technology","Chemicals","4.89","4.83","1.21","1.02","0.76","0.52","3.55","4.97","1.12","0.72","1.08","0.46","3.55","4.97","1.12","0.72","1.08","0.46","Dec-17","20.6","Sep-17","18.5","Jun-17","10.4","Mar-17","7.2","Dec-16","6.6","Sep-16","5.7","Jun-16","5.0","Mar-16","6.6","Dec-15","7.6","Sep-15","7.3","Jun-15","7.5","Mar-15","6.4","Dec-14","3.3","Sep-14","2.4","Jun-14","2.7","Mar-14","2.8","Dec-13","2.9","Sep-13","2.8","Jun-13","1.7","Mar-13","0.5","MODERATE","MODERATE","MODERATE"
"ICICI Prudential Monthly Income Plan (G) ","ICICI Prudential Mutual Fund","MIP Conservative","Open-Ended","Growth","Dec-29-2017",500,"N.A.","N.A.","N.A.","1.00%","","Nov 20, 2000","-","0.3","1.7","6.6","10.2","7.3","9.5","27","28","27","20","14","24","8","1.9","0.3","2.3","3.2","0.6","3.1","2.7","-1.5","7.2","2.3","1.5","5.3","2.7","3.2","-2.3","0.5","0.9","0.6","5.5","4.0","7.2","10.7","4.8","20.9","5.0","47.45 (Nov 20, 17)","44.05 (Mar 10, 17)","Government Securities","Tata Steel Ltd","IDBI Bank Ltd","Reliance Gas Transporation Infrastructure Ltd","Reliance Utilities & Power Private Ltd","Government Securities","The Indian Hotels Company Ltd","Jindal Steel & Power Ltd","HDFC Bank Ltd.","Motherson Sumi Systems Ltd.","SOV","BWR AA","ICRA A","CRISIL AAA","CRISIL AAA","SOV","ICRA AA","CRISIL D","","","73.29","46.23","32.71","25.16","19.55","17.18","10.05","9.64","9.44","8.02","21.67","13.67","9.67","7.44","5.78","5.08","2.97","2.85","2.79","2.37",14.92,0,73.59,"N.A",0,11.51,"58.23","74.29","10.93","Automotive","Banking/Finance","Media","Food & Beverage","Technology","Chemicals","4.89","4.83","1.21","1.02","0.76","0.52","3.55","4.97","1.12","0.72","1.08","0.46","3.55","4.97","1.12","0.72","1.08","0.46","Dec-17","338.2","Sep-17","340.6","Jun-17","331.0","Mar-17","324.7","Dec-16","324.5","Sep-16","328.5","Jun-16","325.9","Mar-16","334.9","Dec-15","350.6","Sep-15","356.0","Jun-15","356.8","Mar-15","343.9","Dec-14","340.2","Sep-14","340.9","Jun-14","357.2","Mar-14","389.4","Dec-13","414.2","Sep-13","444.4","Jun-13","801.6","Mar-13","773.8","MODERATE","MODERATE","MODERATE"
